Name,Fertility,Photoperiod,Temperature,Rainfall,pH,Light_Hours,Light_Intensity,Rh,Nitrogen,Phosphorus,Potassium,Yield,Category_pH,Soil_Type,Season,N_Ratio,P_Ratio,K_Ratio
Potatoes,Moderate,Short Day Period,20.7588702744725,606.289088405995,5.44361711534142,6.90052434934,397.298816279513,72.0486174648537,189.27744294685,81.0348220916539,202.112498847843,29.131230818095,low_acidic,Loam,Fall,10.0,10.0,10.0
Watermelon,High,Short Day Period,33.4505129884762,740.434738018398,6.69046453710327,6.95607289032509,295.474171415446,90.6265187497619,100.488219857294,55.425618912595,55.9875129433001,45.0667206302384,low_acidic,Sandy Loam,Spring,10.0,10.0,10.0
Cress,High,Day Neutral,16.3904326837928,1419.01307712577,6.31695818408362,10.3774409139537,289.218486264128,41.4394808893156,99.0082621267906,125.99492338515,122.337519634219,1.63507376842197,low_acidic,Loam,Fall,5.0,10.0,5.0
Potatoes,Moderate,Short Day Period,16.6080449165936,697.391135002239,5.61134454692245,7.08762266541615,407.402585586488,68.0658587621072,181.623435707931,65.9488995396077,175.613394643689,28.8403079498166,low_acidic,Loam,Fall,10.0,10.0,10.0
Potatoes,Moderate,Short Day Period,21.655528945388,784.211349049468,5.48084180102658,7.251124082076,396.412251636289,72.4893365393467,189.826985784771,84.4305099095405,185.917747548524,29.7435785880412,low_acidic,Loam,Fall,10.0,10.0,10.0
Watermelon,High,Short Day Period,33.3645013342391,734.177233797509,6.59768678369591,6.7465240981886,286.241913118376,90.1423707441657,96.0321857248457,37.5331673589826,59.4420102091629,47.8707380044143,neutral,Sandy Loam,Summer,10.0,10.0,10.0
Grapes,Moderate,Day Neutral,22.0412460260997,724.8218196157,6.54546465807637,12.6204565150761,572.542617714841,92.1314290395822,141.302280818677,55.8692702467768,136.166882163269,14.2455803849506,low_acidic,Loam,Fall,10.0,10.0,10.0
Eggplants,High,Short Day Period,25.9508653861864,1432.30954804578,6.30468731564572,8.61975794900644,635.214294302432,54.5828702903528,144.486755199423,155.420565301447,226.863415977046,31.6410305463733,low_acidic,Sandy Loam,Summer,5.0,10.0,10.0
Endive,High,Day Neutral,17.4669602707795,1253.61120028222,7.28774672112492,13.0492978875275,255.415123209494,55.3921205101003,58.2262464196877,115.864533379683,184.275478598448,19.921028759021,neutral,Loam,Spring,22.0,12.0,13.0
Strawberry,Moderate,Short Day Period,15.8778419643476,839.917315376552,6.41362925240786,12.6437291268192,528.665053144977,93.4633362476794,165.713385464739,118.454834650467,236.079891143796,21.2924772792087,low_acidic,Loam,Spring,10.0,10.0,10.0
Asparagus,High,Short Day Period,24.8362774762522,965.049185762391,6.62139127250179,8.85080132711907,375.12625506754,52.2540850648474,169.839993161051,88.0937782534632,175.034653327164,6.62138575528735,low_acidic,Sandy Loam,Spring,10.0,10.0,10.0
Cucumbers,High,Short Day Period,29.563621474534,1026.89631234401,6.92782145093428,9.20484479226656,627.926491441512,73.0481537140979,48.4310966010292,27.1258894253168,74.3064216793548,27.6650802136536,low_acidic,Sandy Loam,Spring,10.0,10.0,10.0
Cabbage,High,Short Day Period,20.740265371068,735.793206962938,6.69507726304832,7.95534500368005,426.005061644817,76.2569298707556,143.192474365,74.62638591328,189.737261834704,19.1647348831056,low_acidic,Loam,Spring,10.0,10.0,10.0
Beet,High,Short Day Period,18.3900323378637,752.951246398087,6.39669787616499,6.58008197496153,130.353798334729,98.9005455792257,133.309208504373,156.579719764501,109.732369947793,58.0904190422072,neutral,Sandy Loam,Spring,75.0,37.5,37.5
Green Peas,Moderate,Short Day Period,15.5582835865954,1043.77777108113,6.17573071053736,6.92929479219249,306.816927254176,62.938041171866,157.326460897744,44.1910255775743,117.664225861086,4.97244068486442,neutral,Sandy,Spring,5.0,10.0,10.0
Broccoli,High,Short Day Period,19.6010975473558,899.212155024469,6.56266769580552,7.58838866178716,515.383624719257,55.4219792815341,93.3280708887436,103.070079819497,154.417770166867,23.544622678112,neutral,Loam,Fall,10.0,10.0,10.0
Potatoes,Moderate,Short Day Period,18.149886119368,634.394655220544,5.66985712679449,6.70965936653812,384.08049922013,66.8889460887614,209.450931618183,81.2166852899986,185.236301493893,29.4194348227254,low_acidic,Loam,Fall,10.0,10.0,10.0
Cucumbers,High,Short Day Period,22.5500236378344,1129.91409862869,6.58987543167981,9.19058344049743,592.279433484536,69.1760868006551,48.5371438919789,20.9190784636664,76.9477522564817,28.7179124466883,neutral,Sandy Loam,Spring,10.0,10.0,10.0
Asparagus,High,Short Day Period,17.6150785996983,956.997323211031,6.3509922244234,9.14384542066663,447.551826055286,52.1719117090988,164.921608585564,92.4526787284724,180.989778549603,7.03451379153897,low_acidic,Sandy Loam,Spring,10.0,10.0,10.0
Watermelon,High,Short Day Period,34.9826558214216,629.76062463988,6.62553617246865,6.16670886457295,312.895549482661,89.4529340569544,88.8517330145076,50.0085750054805,46.2884512028207,49.0803724854289,low_acidic,Sandy Loam,Spring,10.0,10.0,10.0
Cabbage,High,Short Day Period,17.8540537176805,802.292496492148,6.46745687041526,6.64247400457972,420.765426546963,77.0787250878551,133.28293556344,78.794535670987,193.762265063778,19.093624611261,low_acidic,Loam,Spring,10.0,10.0,10.0
Broccoli,High,Short Day Period,19.7798702816382,775.069567670729,6.48694370848657,6.57863546240241,346.487173487795,54.2247967244775,99.2858274100952,102.7916362135,155.787594028415,23.6632493602859,low_acidic,Loam,Spring,10.0,10.0,10.0
Watermelon,High,Short Day Period,36.1117908809343,652.782261499584,6.50601874100133,7.02778416059465,307.881869522655,89.9955019006449,93.4631181452557,31.5121079048751,60.5226489779367,50.0986120449035,neutral,Sandy Loam,Spring,10.0,10.0,10.0
Cress,High,Day Neutral,17.8736831093186,1399.68253788888,6.45545188420031,10.744809344766,309.49952519614,46.8188015802388,98.5666935216605,99.0835629329103,89.8960511147356,1.37548177431328,low_acidic,Loam,Spring,5.0,10.0,5.0
Spinach,High,Short Day Period,18.6215880026732,941.978110486033,6.6452109647921,12.1994468559146,218.329446743833,64.2171753375756,123.956937066225,69.2610784165016,59.7136527958107,15.1140316968092,low_acidic,Sandy Loam,Spring,10.0,10.0,10.0
Grapes,Moderate,Day Neutral,27.5245245540412,800.098522367663,6.26369467671423,13.1246483809456,537.124716662351,92.7338674327857,150.260299021008,57.2377213858076,131.884675311679,12.5480028423315,low_acidic,Loam,Summer,10.0,10.0,10.0
Watermelon,High,Short Day Period,34.2288920525367,670.641552905191,6.11640368630513,6.63865880305274,325.414678064995,89.6820646942267,87.3884251171044,38.0706759050418,46.6107505996793,46.6858632971709,low_acidic,Sandy Loam,Spring,10.0,10.0,10.0
Kale,High,Short Day Period,20.0068610722825,839.507122057954,5.73665003882258,10.3106206156999,82.1106050290955,91.413078208194,177.750160410105,65.5857536940302,113.849114418272,17.459892634986,low_acidic,Loam,Summer,10.0,10.0,10.0
Arugula,Moderate,Day Neutral,21.2675654639846,749.051746290824,7.2821006305726,11.298914454823,309.061740316584,36.8951001680412,160.057525766241,334.705802956169,161.846296751098,6.63557453761852,low_alkaline,Loam,Spring,10.0,10.0,10.0
Spinach,High,Day Neutral,16.5220121377824,913.080905892488,7.05983198487795,11.9080898051551,202.107091098929,50.2022538958415,124.29957827926,73.2421440448833,60.1553521372232,13.8627268273789,low_acidic,Sandy Loam,Spring,10.0,10.0,10.0
Potatoes,Moderate,Short Day Period,22.6143591286148,661.50102903695,5.76176455319826,6.97596241808256,389.757300504658,69.9387846843913,183.427988202994,86.9332363983833,163.330317151101,29.1287934755836,low_acidic,Loam,Fall,10.0,10.0,10.0
Watermelon,High,Short Day Period,34.8639741087663,606.094499257032,6.6377264039571,7.256138351291,294.378526192603,89.4047153790921,91.6449284308124,43.1809533281059,62.6668856868601,47.2555678387414,neutral,Sandy Loam,Summer,10.0,10.0,10.0
Endive,High,Short Day Period,17.2651996788395,1271.35922383427,6.5236034695109,12.5646584256519,278.764328745061,50.5487397158985,51.9718700421054,132.996575265732,177.668501289202,19.810543032103,low_alkaline,Loam,Fall,22.0,12.0,13.0
Kale,High,Short Day Period,17.7444079914513,652.356107094792,5.47116758134511,10.4297061539807,80.764268823725,94.091568270155,185.683341604551,62.9851670440201,123.278470662204,18.1893602447038,low_acidic,Loam,Summer,10.0,10.0,10.0
Watermelon,High,Short Day Period,33.9015892688046,753.535208690018,6.18770974945476,7.01666136296137,298.605674052971,90.0581776718735,88.605393623307,44.8066152754759,50.3274352445702,49.2055291539844,low_acidic,Sandy Loam,Summer,10.0,10.0,10.0
Cress,High,Short Day Period,16.6156481489735,1425.63161985112,6.36631836821857,10.9885479784704,320.725791097004,47.441677648991,100.735045488406,142.497216898019,138.315116821297,1.17590049365211,neutral,Loam,Fall,5.0,10.0,5.0
Cabbage,High,Short Day Period,20.6588306772118,744.306888230557,6.91901636530222,6.86111546841119,428.409552365452,71.2521786162644,127.413338751816,97.6309462611699,187.599750142888,18.8054843190392,neutral,Loam,Fall,10.0,10.0,10.0
Cucumbers,High,Short Day Period,25.5356096932868,1118.81757459468,6.99296527698539,9.18847909414081,482.192247900748,71.9034831098337,48.8432589335903,25.3038551824901,76.0016153896069,29.4290897505047,low_acidic,Sandy Loam,Spring,10.0,10.0,10.0
Potatoes,Moderate,Short Day Period,20.583761488727,659.105596246277,5.47131181446895,6.22794461638024,368.980257624973,71.1846214167147,186.286951147997,91.7690744974104,195.234371938722,29.5902709769275,low_acidic,Loam,Fall,10.0,10.0,10.0
Watermelon,High,Short Day Period,34.759483525994,685.127891371427,6.74495386468338,6.48946915094144,313.967693641983,90.6332405266667,94.0095690984923,40.1642852459849,55.8776655836572,46.0903937861721,neutral,Sandy Loam,Summer,10.0,10.0,10.0
Tomatoes,High,Short Day Period,21.3861290333987,510.935272449647,6.32944806583284,6.67210271712034,653.099332661103,55.4359441952521,138.400464717972,154.33080062463,322.975841466527,60.1978546570762,low_acidic,Sandy Loam,Summer,10.0,10.0,10.0
Asparagus,High,Short Day Period,23.6854496261652,1047.83210015284,6.41982591311757,9.08124659867584,388.470995518205,48.72409622452,168.966607791083,88.6283813391246,173.520648763365,6.93487563043805,low_acidic,Sandy Loam,Spring,10.0,10.0,10.0
Endive,High,Short Day Period,18.9657194367441,1258.12079397274,6.85474762573067,13.8105272364753,249.168266209031,43.7610219354837,46.5152189151093,117.206107614574,164.050571589227,20.772485158788,neutral,Loam,Fall,22.0,12.0,13.0
Cucumbers,High,Short Day Period,26.0438476814643,1158.40585976521,7.2655975320257,9.20780560385204,536.988485630046,66.3209274660081,48.301587824079,23.7671670547659,70.2842131081416,28.7713622952413,low_acidic,Sandy Loam,Spring,10.0,10.0,10.0
Potatoes,Moderate,Short Day Period,18.9294999798762,625.717172096332,5.31485794940684,7.18247977765656,440.299750554912,67.7461873068225,216.220199696564,84.7966397246543,199.388982490305,29.3549145572428,low_acidic,Loam,Fall,10.0,10.0,10.0
Lettuce,Moderate,Long Day Period,16.7817049963302,1226.38558855046,6.62284943443498,14.2421545433988,550.188836390886,58.7189762803231,146.330355610275,44.5653147125827,231.388901916671,23.0386454891124,neutral,Loam,Spring,8.0,15.0,36.0
Kale,High,Day Neutral,17.2132749215729,829.093471801968,5.66035252470171,9.31083146176166,80.6005054306791,95.7039092287105,189.021529489851,61.9054684988471,134.125122167191,18.5021730233227,low_acidic,Loam,Summer,10.0,10.0,10.0
Radicchio,Moderate,Short Day Period,16.2819386651371,1861.83470934786,6.5138260927168,6.61540502398607,185.672953473313,94.8824525365282,132.200757117542,39.8084573942329,84.7298034730544,3.00643949339197,neutral,Loam,Spring,13.0,13.0,13.0
Kale,High,Day Neutral,17.6902402545788,498.418846891563,5.71495791067917,9.48719795464539,78.3280769995835,92.3418449318859,185.043586912971,60.7044458334994,115.46535668251,19.1961245434144,low_acidic,Loam,Fall,10.0,10.0,10.0
Chard,High,Short Day Period,20.9249374730725,591.335992947887,6.59498726970811,12.2218215123035,923.338182374478,42.2100139453006,189.548792376157,184.439453567362,361.996017003113,25.2362052164628,low_acidic,Sandy Loam,Fall,5.0,10.0,10.0
Spinach,High,Short Day Period,16.619277555261,1118.14786429657,6.83858096698754,12.2032834553317,204.873935393927,53.2962432918552,117.837404445468,65.8698628606967,61.2707775874077,14.2892224426359,low_acidic,Sandy Loam,Spring,10.0,10.0,10.0
Arugula,Moderate,Day Neutral,16.4962712336901,657.755190843022,7.60075571895909,10.8268212671217,252.60466865044,32.6535829033596,163.171382199138,336.863468779234,157.849007989653,6.36820274119198,neutral,Loam,Spring,10.0,10.0,10.0
Watermelon,High,Short Day Period,34.1093407856895,645.270278510436,6.43877391445095,7.14117899252003,294.544004886933,90.1348731771874,91.1458211644689,36.1425825733943,63.7241527559095,48.2070511027076,low_acidic,Sandy Loam,Spring,10.0,10.0,10.0
Cauliflowers,High,Short Day Period,18.9429261710285,794.071189157426,6.42774013363117,7.39113807050759,443.300579554209,55.3300484711684,141.530820743987,91.491655443206,187.872439337714,23.5179022345838,neutral,Loam,Winter,10.0,10.0,10.0
Lettuce,Moderate,Long Day Period,15.0979388742605,1322.20604016687,6.93783103640557,13.8194810715125,456.61274562352,64.735244692832,143.717969599979,45.1688550966836,239.004980002227,21.9733006026232,neutral,Loam,Spring,8.0,15.0,36.0
Cabbage,High,Short Day Period,19.4966561235308,893.654325154773,6.53185900459842,6.73310933588375,337.720364108973,71.4374439579494,137.743807722974,79.3425428441327,193.674265804404,19.2124435643315,neutral,Loam,Spring,10.0,10.0,10.0
Watermelon,High,Short Day Period,33.4219351118092,639.806631030513,6.51067417558034,6.79726594149939,302.136555516135,89.7443818075024,90.285808323317,34.6438144754419,58.9372920678677,48.9744597471493,low_acidic,Sandy Loam,Summer,10.0,10.0,10.0
Broccoli,High,Short Day Period,18.9253957370363,704.415192242248,6.47116561532776,7.29237677872995,339.437152177223,55.058488633667,107.870661733886,98.9023657586803,163.010402821214,23.6009782858546,low_acidic,Loam,Winter,10.0,10.0,10.0
Lettuce,Moderate,Long Day Period,14.3773028331336,1210.09757552744,6.23059124060217,13.8103815829667,530.837536344633,60.3303816411449,145.404997050139,44.7939644207324,223.013484173967,23.6687517422751,neutral,Loam,Fall,8.0,15.0,36.0
Chilli Peppers,Moderate,Short Day Period,23.0313330929506,788.596695702446,5.90679190292529,8.52845541955731,564.816628482825,74.3521410030507,342.841333221469,146.044579802376,534.621524770475,24.8584023185326,low_acidic,Loam,Fall,10.0,10.0,10.0
Strawberry,Moderate,Short Day Period,13.9319951000136,785.239454327487,6.55800239702891,13.577051955676,523.477596442677,93.1127354643626,186.192595515991,120.106900124239,245.876715246404,20.0193013157893,low_acidic,Loam,Summer,10.0,10.0,10.0
Radicchio,Moderate,Short Day Period,23.773251311715,1646.09247132075,6.13903752869591,6.64888639195825,158.203489451183,92.2532978307103,131.393030807301,40.3632713169765,79.7116010247934,3.72357576976371,low_acidic,Loam,Fall,13.0,13.0,13.0
Asparagus,High,Short Day Period,26.0313207503626,1080.76899936032,6.33493090052493,9.21526262594343,387.690990107669,48.9997598745882,158.647599129468,85.2520199925148,184.271558739888,6.59170002702996,low_acidic,Sandy Loam,Spring,10.0,10.0,10.0
Lettuce,Moderate,Long Day Period,19.4495050425882,1216.23170572163,6.38946617803816,14.4811689425232,459.816399365633,62.8306432119232,143.505352931554,47.3886985895665,232.014625140222,22.1653544005923,low_acidic,Sandy Loam,Spring,8.0,15.0,36.0
Green Peas,Moderate,Short Day Period,15.055756156218,1100.32036918029,6.44780004474696,7.02851100977768,315.323089932951,63.0585298068602,148.484076634022,46.8844684920295,118.276322892793,4.92338025630283,neutral,Sandy,Fall,5.0,10.0,10.0
Cabbage,High,Short Day Period,18.3384288973144,894.391621598052,6.65960893147856,7.46605540481727,345.571012846473,70.0436169443304,147.273735600331,75.1582534754989,191.619300307181,19.021704426458,low_acidic,Loam,Spring,10.0,10.0,10.0
Beet,High,Short Day Period,16.6427766222997,711.533303968345,6.55713818281361,6.34435317599683,131.856351709555,99.257756269521,123.906942741594,162.19381491543,98.9966094668244,51.3327411238273,neutral,Sandy Loam,Spring,75.0,37.5,37.5
Lettuce,Moderate,Long Day Period,18.2972481363654,1203.21852100005,6.42020534999532,14.6858864312286,460.299920799342,52.5297511736214,142.993486120962,46.8669498586241,235.350138803559,22.7768778610277,neutral,Sandy Loam,Fall,8.0,15.0,36.0
Tomatoes,High,Short Day Period,23.3116482970664,524.346256183271,6.3982546400133,6.73710469121339,647.948159931672,57.4716506575876,142.943105652768,163.922775282642,313.429995436466,62.2752360991565,low_acidic,Sandy Loam,Fall,10.0,10.0,10.0
Tomatoes,High,Short Day Period,24.1748273697486,527.314987095471,6.1133616567031,6.94503503443654,411.59319393684,58.9166554336133,143.801207327132,160.077725617564,326.383918159135,62.7427273544779,low_acidic,Sandy Loam,Fall,10.0,10.0,10.0
Radicchio,Moderate,Short Day Period,23.6452379068417,2098.30938323877,6.89077049620992,6.08055029129799,150.773527951798,96.0330087398289,133.068598115118,38.1083716495415,87.7074420719172,3.47079601601124,neutral,Loam,Fall,13.0,13.0,13.0
Grapes,Moderate,Day Neutral,21.4660638740071,782.725972306278,6.45956327483011,12.8134831539381,570.818305992805,93.1443910879978,131.290541413983,58.789893032235,138.786739964072,11.4842550805192,low_acidic,Loam,Fall,10.0,10.0,10.0
Beet,High,Short Day Period,18.6406306832137,658.473208340174,6.43765577714092,6.38380587856795,118.80439128019,98.5684155974174,122.418352206615,156.68135641737,102.470764912635,55.5884783098289,neutral,Sandy Loam,Spring,75.0,37.5,37.5
Eggplants,High,Short Day Period,24.0143775193658,1383.67059274452,6.52083319873198,8.69603298572223,598.972507681651,52.1891330894525,143.36140337379,152.675780498416,226.074766916219,31.67077709661,low_acidic,Sandy Loam,Summer,5.0,10.0,10.0
Broccoli,High,Short Day Period,19.5926510106392,757.64302786168,6.56431661596798,7.19301398074899,376.229164581663,56.3684407774387,98.6531466157596,102.188877146197,159.146509390035,23.5920504221713,low_acidic,Loam,Summer,10.0,10.0,10.0
Spinach,High,Short Day Period,16.1372940268705,1019.72779406386,6.63358714416164,12.1926081515674,220.676644018761,42.9229389093265,120.646775731914,71.6576020207422,61.7174389898816,13.2708621627504,neutral,Sandy Loam,Fall,10.0,10.0,10.0
Chard,High,Day Neutral,19.1949812196051,666.885466818723,6.48587698504573,13.354149304753,912.815074367778,45.0017107983404,155.650626187957,250.96569110832,344.571648333058,25.2008382233923,low_acidic,Loam,Spring,5.0,10.0,10.0
Green Peas,Moderate,Short Day Period,17.9296695177386,844.167261418483,5.91157859960029,7.08160761090372,365.299081880711,65.4772325285224,144.03047524695,38.8814784569454,124.641208585431,5.01368436775731,neutral,Sandy,Fall,5.0,10.0,10.0
Chilli Peppers,Moderate,Short Day Period,19.8202701344822,859.64234232655,6.17993690870374,8.26053498327391,589.006186290632,77.5065216960971,325.951851831404,147.385689694277,524.095118045631,24.8167483329948,low_acidic,Loam,Spring,10.0,10.0,10.0
Tomatoes,High,Short Day Period,22.7950160928105,542.551408994563,6.01070597151255,6.99769662730093,452.961983326544,55.3954266615194,134.004341837229,169.923625768935,308.584795945662,62.6979690421752,low_acidic,Sandy Loam,Spring,10.0,10.0,10.0
Asparagus,High,Short Day Period,22.4116334582749,1049.35622926593,6.29436521701025,8.60859139442037,410.565524646418,46.2496297112749,171.234800290786,93.522113663868,177.609204801139,6.71439700520459,low_acidic,Sandy Loam,Spring,10.0,10.0,10.0
Asparagus,High,Short Day Period,25.8478145640863,993.924544569728,6.30380500473123,8.9405941225442,367.531459220142,50.7466124241353,166.056855648186,83.6649712120325,179.643488427387,6.34493707473218,low_acidic,Sandy Loam,Spring,10.0,10.0,10.0
Cauliflowers,High,Short Day Period,18.253711921594,872.366349577683,6.48658212113693,6.94420632821296,394.172891841854,57.0037039101005,147.25441455255,86.1184619234444,188.172692436587,23.6554473758471,neutral,Loam,Winter,10.0,10.0,10.0
Endive,High,Day Neutral,19.4286891796374,1297.74118403399,7.21623807747166,13.4441256718126,259.463419367525,52.1491658779694,62.5369609620702,127.455518188279,165.883860720169,18.5040829862019,neutral,Loam,Spring,22.0,12.0,13.0
Chilli Peppers,Moderate,Short Day Period,23.8191404443894,1038.0799613602,6.44321170678783,9.7076030242002,538.044635456823,75.289405170301,354.745345139604,144.444441821352,498.189256299628,25.0949626727556,low_acidic,Loam,Spring,10.0,10.0,10.0
Cress,High,Short Day Period,17.5495007977112,1299.10616766121,6.37758633380148,10.9067461928343,301.030922927424,45.2476485101013,97.5474280242336,103.334849272178,125.832609383263,1.54606478642843,low_acidic,Loam,Fall,5.0,10.0,5.0
Cucumbers,High,Short Day Period,27.1304239138885,1111.37728717236,6.87880241167984,8.66643081890867,627.252686807821,73.383459851847,49.0057340344086,24.4749350345573,74.107674490628,28.9179989808167,neutral,Sandy Loam,Spring,10.0,10.0,10.0
Kale,High,Day Neutral,19.0385894206263,634.738208560974,6.00442787130645,9.60935937367239,82.1589244181351,95.3834871546471,179.869971714644,55.0293464320683,134.320202631355,18.8787312019409,low_acidic,Loam,Summer,10.0,10.0,10.0
Green Peas,Moderate,Short Day Period,16.3519708466406,911.035807221085,6.50600441696522,6.76927532165209,318.384130084402,64.2544044826864,147.457137127123,46.5232080309041,125.299105253859,5.07938490169883,neutral,Sandy,Fall,5.0,10.0,10.0
Radicchio,Moderate,Short Day Period,17.3695392985594,1913.33952650518,6.55838203813656,5.94806722142501,228.609658512637,94.8485855832303,127.143962996633,38.0321388873237,89.3674553885967,3.25751549958669,neutral,Loam,Fall,13.0,13.0,13.0
Arugula,Moderate,Short Day Period,20.5341273534751,752.096259853043,7.3498696925891,11.101516298289,282.22744392688,34.9671422105143,157.231384635205,330.777201041871,159.795736789216,7.02288198310989,neutral,Loam,Spring,10.0,10.0,10.0
Kale,High,Day Neutral,16.8859413960264,799.934086822748,5.66761522171504,8.85973731661312,80.715478998763,94.147015206834,179.91357031748,55.6829179249566,116.214231313958,17.9605013279372,low_acidic,Loam,Summer,10.0,10.0,10.0
Cress,High,Day Neutral,16.618180029242,1221.78964320482,6.72023056895472,11.3106066955378,308.338183543866,43.2583679955152,114.271181838756,125.886089931595,102.478811704073,1.44744254850863,low_acidic,Loam,Fall,5.0,10.0,5.0
Asparagus,High,Short Day Period,23.4293950682341,1041.33257307228,6.17948929661926,8.86710604148786,395.994212300821,51.4655775849334,157.977274921362,92.2244684903867,171.59258040906,6.70087766012699,low_acidic,Sandy Loam,Spring,10.0,10.0,10.0
Cress,High,Day Neutral,18.456837079057,1174.87297454006,6.45166966137293,10.94952660567,337.34020207496,46.8623702619559,92.0564503067036,87.668142396762,102.552756486145,1.44024623259124,low_acidic,Loam,Fall,5.0,10.0,5.0
Strawberry,Moderate,Day Neutral,17.7323622226504,780.152932486519,6.25677919811825,12.1373912804528,475.174627017722,92.2794846474726,169.554728212986,122.526557444344,240.108243096136,20.9621660323964,low_acidic,Loam,Summer,10.0,10.0,10.0
Endive,High,Short Day Period,18.490077701392,1234.49791642364,7.06534551262445,13.3647520527667,272.32451905805,54.5527513474059,50.2493517497869,129.119084529439,204.129494234805,20.1234185302948,low_alkaline,Loam,Fall,22.0,12.0,13.0
Cucumbers,High,Short Day Period,26.0068394423583,1164.97794776981,6.80507658593739,8.33071327494333,538.686460060338,69.3632573191314,48.7431958889285,39.7800787765993,72.7067998022974,26.3998229765913,neutral,Sandy Loam,Spring,10.0,10.0,10.0
Kale,High,Short Day Period,19.9856425600663,687.32437538979,5.71080388484251,9.95994878568585,80.1422776793995,94.5585577078916,165.101693340928,62.9284728846364,128.380313175972,16.9468407977287,low_acidic,Loam,Summer,10.0,10.0,10.0
Potatoes,Moderate,Short Day Period,17.8710365438,614.519509077785,5.72884748541329,6.92277670479446,388.883016078872,73.0867882153324,204.248769352628,70.4470446603801,218.059729194601,29.2485610613222,low_acidic,Loam,Fall,10.0,10.0,10.0
Cucumbers,High,Short Day Period,24.7730029060281,1072.94102574633,6.66328485783453,9.47376170135458,590.367453413354,72.2949632855127,48.7209241815523,22.9663960595607,71.6676823790915,29.1722788991648,neutral,Sandy Loam,Summer,10.0,10.0,10.0
Watermelon,High,Short Day Period,35.4622160903964,680.400205632359,6.14823544073994,6.78652125727951,302.153365549681,90.0683190701417,90.1284030789508,28.0657573734119,51.9126239530302,46.4128527182544,low_acidic,Sandy Loam,Summer,10.0,10.0,10.0
Cucumbers,High,Short Day Period,25.1945635945047,1152.01159077363,6.64698330282879,8.82761732429668,363.208811408319,72.7035308525011,48.0101337106199,37.6858012634864,68.9739475373803,29.6338027806146,low_acidic,Sandy Loam,Spring,10.0,10.0,10.0
Spinach,High,Short Day Period,17.0451968706625,1035.71054987841,6.79671782391129,11.4694785929083,222.706803799624,50.8076527940206,116.342473693936,75.3665043613371,59.5932136120393,13.945998906702,neutral,Sandy Loam,Spring,10.0,10.0,10.0
Endive,High,Day Neutral,18.5969554233279,1210.84028782062,7.40628846071522,13.2302026748672,255.909237802487,53.571007212647,48.4101400172869,136.361314318259,159.120074274993,18.704795209198,low_acidic,Loam,Spring,22.0,12.0,13.0
Chard,High,Day Neutral,20.7901811491782,709.491773473227,6.59849739276891,12.7967499446341,931.873997807197,45.3593433386295,169.526275436332,252.83347711897,342.924609187674,26.7070657945416,low_acidic,Sandy Loam,Fall,5.0,10.0,10.0
Radicchio,Moderate,Short Day Period,22.1612479292804,2195.5743439367,6.96456621107908,6.38814884204952,170.702766699612,91.9647829086566,128.319843519135,38.6118367339387,85.3593678876814,3.42548028693853,low_acidic,Loam,Fall,13.0,13.0,13.0
Green Peas,Moderate,Short Day Period,17.3532864166893,987.039238448261,6.5763441117981,6.77778992519021,336.821656033049,63.3106724255516,140.499374091869,39.4166063305461,133.016251903342,5.22615569992074,low_acidic,Sandy,Fall,5.0,10.0,10.0
Strawberry,Moderate,Day Neutral,19.8326580834364,724.354908818863,6.61789635120672,12.9412131622953,483.023554408015,91.0362667125755,169.207017912206,120.253930607621,245.69035771685,20.287526822505,low_acidic,Loam,Summer,10.0,10.0,10.0
Cabbage,High,Short Day Period,18.4393786377992,680.988517630412,6.93163821160153,7.38561097444929,389.671337749156,67.6281512097199,148.020995734447,78.8043652970259,182.166885617595,19.3044289096849,neutral,Loam,Spring,10.0,10.0,10.0
Strawberry,Moderate,Short Day Period,13.9960556320377,762.478792222606,6.30009505420367,13.0899167383854,500.317788356228,92.0284145894683,164.827515138143,125.547237917708,236.852469122051,19.774115212725,low_acidic,Loam,Summer,10.0,10.0,10.0
Chilli Peppers,Moderate,Short Day Period,20.0415748981708,954.731980050492,6.21809272413551,9.62722956298239,619.191762348628,73.194043135139,343.373829811311,141.690382931251,513.873043969373,24.7021153597196,low_acidic,Loam,Summer,10.0,10.0,10.0
Grapes,Moderate,Day Neutral,20.7333842604571,796.158470772668,6.60154171068794,12.8444584077135,556.424269911559,93.4507768613287,135.471828897854,67.1966042127912,142.255065140585,12.4924043690752,low_acidic,Loam,Summer,10.0,10.0,10.0
Beet,High,Short Day Period,19.6452127814131,741.592257953857,6.7999670064666,6.31892931059385,138.846864748142,99.3223402475457,113.569305515334,163.516490353149,105.010339241119,58.3960488127574,low_acidic,Sandy Loam,Spring,75.0,37.5,37.5
Cucumbers,High,Short Day Period,22.314234490236,1084.58986195912,6.76126571894823,9.2638963741401,433.518892454488,67.6880563680323,48.8081229581204,31.0801661554632,72.2271278337464,29.2824602425463,neutral,Sandy Loam,Spring,10.0,10.0,10.0
Grapes,Moderate,Day Neutral,19.0192603962307,789.938967215952,6.19388979140911,13.0593094870377,571.065568931606,92.5742819299822,131.089661402423,63.878051927813,142.755630588178,11.7516191637411,neutral,Loam,Summer,10.0,10.0,10.0
